U	Z	BC	SD	FB	CN	SF	FT	SO
0,483339267	0,028184427	0,023941346	0,000573188	0,034485333	-0,006545812	10,02394135	-0,571688136	-0,033983074
1,488087009	-0,000560175	-0,030043302	0,0009026	-0,022028826	-0,006540644	9,969956698	-3,880993334	-0,034713353
-0,941332774	-0,186599039	-0,379072669	0,143696088	-0,337112575	-0,006948015	9,620927331	0,738650132	-0,074182889
1,014406372	-0,151732633	-0,277768295	0,077155226	-0,196337564	-0,007586912	9,722231705	-2,074207619	-0,130574244
-0,992784109	-0,249203414	-0,440587879	0,194117679	-0,325458266	-0,008294864	9,559412121	1,407266413	-0,187073528
-2,246068825	-0,179492761	-0,27310832	0,074588154	-0,138488387	-0,008985645	9,72689168	3,249282338	-0,23396596
0,593877243	-0,020801565	0,046142196	0,002129102	0,152463409	-0,0091837	10,0461422	-1,928807744	-0,226180554
-1,444670621	-0,108401692	-0,132856628	0,017650884	-0,052969092	-0,009257995	9,867143372	2,161669373	-0,204896922
2,611649278	-0,001552377	0,075106848	0,005641039	0,131707668	-0,0092902	10,07510685	-2,060675066	-0,178829173
0,232021668	-0,095880548	-0,118468919	0,014034885	-0,07536331	-0,009321463	9,881531081	-4,37366873	-0,154161933
-0,764320964	-0,300498016	-0,504137309	0,254154426	-0,420757955	-0,009937786	9,495862691	1,691891794	-0,187485938
-0,446143482	-0,215386957	-0,30510106	0,093086657	-0,184148819	-0,01071967	9,69489894	-2,584240181	-0,232573279
-1,922133495	-0,332368764	-0,511669953	0,261806141	-0,361577338	-0,01152115	9,488330047	5,734968509	-0,27500839
0,240467906	-0,052208407	0,054491708	0,002969346	0,188129256	-0,011935822	10,05449171	0,409551628	-0,273937354
-0,308579032	-0,025160339	0,086672427	0,00751211	0,164353362	-0,01176987	10,08667243	-1,615314355	-0,216093078
-1,094723075	-0,095500772	-0,067586487	0,004567933	-0,015820506	-0,011732472	9,932413513	-0,824700477	-0,174924261
-1,098756731	-0,128868838	-0,136207221	0,018552407	-0,084146784	-0,011914927	9,863792779	-3,70805977	-0,158514078
0,720332711	-0,299520532	-0,459940695	0,211545443	-0,373248448	-0,012497554	9,540059305	0,940876507	-0,182972132
0,821519985	-0,248133838	-0,33297817	0,110874462	-0,210557907	-0,013260443	9,66702183	-0,284179895	-0,222577683
-1,384820859	-0,253885959	-0,328555357	0,107948623	-0,192007428	-0,013894672	9,671444643	-1,860890792	-0,24640108
0,828682468	-0,33390219	-0,467437987	0,218498272	-0,30916004	-0,014666777	9,532562013	-1,730075474	-0,280874227
-0,265693202	-0,406687723	-0,581876647	0,338580433	-0,388354859	-0,015689585	9,418123353	2,02254207	-0,335301069
0,507238823	-0,299437548	-0,345826164	0,119595736	-0,141583503	-0,016577079	9,654173836	1,988866134	-0,369880266
0,889850701	-0,192764336	-0,13422223	0,018015607	0,040512276	-0,017016414	9,86577777	-2,635419487	-0,356264375
-0,095517064	-0,306203512	-0,360917277	0,13026128	-0,201116587	-0,01748468	9,639082723	2,018282213	-0,345169329
0,306067189	-0,198204832	-0,145279451	0,021106119	0,001786628	-0,017948188	9,854720549	-0,386106953	-0,33265475
-0,102383848	-0,2046272	-0,167106758	0,027924669	-0,042599054	-0,018225135	9,832893242	1,181584405	-0,302729114
0,103615935	-0,136884191	-0,044868656	0,002013196	0,055057808	-0,018396376	9,955131344	1,824570059	-0,264758659
0,730089066	-0,039177448	0,124567199	0,015516987	0,183588757	-0,018274307	10,1245672	-0,315601327	-0,202254738
-1,481883435	-0,044538871	0,084672695	0,007169465	0,107318528	-0,018030105	10,08467269	0,527461684	-0,134971644
-1,463189101	-0,011174294	0,124804703	0,015576214	0,122389803	-0,017783463	10,1248047	-0,329572399	-0,07544048
-1,22833431	-0,01985403	0,083622411	0,006992708	0,065163639	-0,017541097	10,08362241	0,12360946	-0,024614724
0,195250895	-0,008104309	0,087246621	0,007611973	0,060760561	-0,01733523	10,08724662	1,372931512	0,014843019
0,226993197	0,062144078	0,203774174	0,041523914	0,161076446	-0,017005948	10,20377417	-3,167541044	0,059151521
0,720730643	-0,084789566	-0,101783677	0,010359917	-0,136299555	-0,016880352	9,898216323	-2,824594524	0,075716957
-0,638563916	-0,215961625	-0,348564585	0,12149727	-0,33255552	-0,017304818	9,651435415	-2,108104036	0,034416068
0,194735743	-0,312301623	-0,508039763	0,258104401	-0,425396823	-0,018131351	9,491960237	0,898541552	-0,044599541
0,41792126	-0,264001615	-0,380554809	0,144821963	-0,252967622	-0,018978546	9,619445191	0,834541203	-0,119573634
0,612727264	-0,217277281	-0,270425052	0,073129709	-0,132152245	-0,019587255	9,729574948	1,711886338	-0,164713113
1,474222083	-0,128014026	-0,090759026	0,008237201	0,030220211	-0,019902904	9,909240974	-1,186368806	-0,176223641
0,048879883	-0,176599271	-0,190059195	0,036122497	-0,085003142	-0,020147013	9,809940805	0,57953068	-0,178469757
-0,512686615	-0,141262073	-0,120307714	0,014473946	-0,024879339	-0,020414471	9,879692286	0,956150233	-0,18100189
-0,051701314	-0,088048743	-0,022743364	0,000517261	0,052212673	-0,020513312	9,977256636	1,248197893	-0,165789076
1,052693321	-0,021361089	0,092447905	0,008546615	0,136000782	-0,02039882	10,09244791	2,855996261	-0,130449714
1,848423177	0,120962467	0,342921042	0,117594841	0,334173914	-0,01991471	10,34292104	-0,245161275	-0,062222067
0,030346358	0,114102902	0,289620429	0,083879993	0,232061281	-0,019244803	10,28962043	-1,31499366	0,016831117
-0,064779436	0,054455993	0,144186851	0,020789848	0,071044785	-0,018777866	10,14418685	-0,247589479	0,067473596
0,461171467	0,04435379	0,108678355	0,011810985	0,039100441	-0,018488929	10,10867835	1,996708287	0,093963717
0,204000458	0,140309983	0,279799218	0,078287602	0,199735047	-0,018058147	10,27979922	3,417047137	0,129016528
0,129295072	0,302858444	0,56414247	0,318256726	0,438579391	-0,017169411	10,56414247	-0,503449755	0,202107204
1,952926016	0,276925491	0,467381661	0,218445617	0,298991463	-0,016107866	10,46738166	-0,596940534	0,281509517
0,248968823	0,244407968	0,370917231	0,137579592	0,18974221	-0,015241463	10,37091723	0,551425703	0,331055997
-0,148794561	0,265035742	0,387277546	0,149983898	0,203207442	-0,014453024	10,38727755	0,02072337	0,364309334
-0,354895086	0,259227467	0,35405505	0,125354979	0,169841599	-0,013684672	10,35405505	-0,095464907	0,388129925
-1,342981756	0,246862764	0,313312983	0,098165025	0,135161377	-0,012991998	10,31331298	3,592539049	0,398371139
-0,671095979	0,409216148	0,610524369	0,372740006	0,412520443	-0,012033136	10,61052437	-0,112586723	0,429940246
-1,120420994	0,393966599	0,544985475	0,297009168	0,317561154	-0,010856941	10,54498548	-0,842574596	0,475749464
-0,065771809	0,342316046	0,419224504	0,175749185	0,188340883	-0,00987623	10,4192245	-1,129014676	0,495247449
-0,079773641	0,275967634	0,278900445	0,077785458	0,067748301	-0,009163786	10,27890045	-2,964863957	0,483838559
0,522645637	0,121904231	-0,015096887	0,000227916	-0,175962968	-0,008891819	9,984903113	-1,327095071	0,428070833
2,709771627	0,046440284	-0,134009335	0,017958502	-0,228574719	-0,009027007	9,865990665	-2,106832653	0,336565911
0,057988766	-0,064601248	-0,312815414	0,097853483	-0,337907907	-0,00946136	9,687184586	0,181271796	0,22419297
-0,753249281	-0,064712642	-0,268034011	0,071842231	-0,237348709	-0,010021219	9,731965989	0,108486728	0,111700181
-0,748955174	-0,066145885	-0,233908199	0,054713046	-0,172249769	-0,010501491	9,766091801	1,279199474	0,020254098
-0,516981202	-0,010114964	-0,09676827	0,009364098	-0,029310205	-0,010806245	9,90323173	5,516311525	-0,041375089
1,317539917	0,248716466	0,411971047	0,169720143	0,427029471	-0,010452667	10,41197105	-0,295993514	-0,028541323
-0,100128631	0,230566326	0,347804952	0,120968285	0,295805858	-0,009674922	10,34780495	-1,854303514	0,028119516
0,535452535	0,136943893	0,148217703	0,021968487	0,074119975	-0,009166773	10,1482177	-1,64612805	0,057219071
0,143957716	0,05263945	-0,014412131	0,00020771	-0,073772999	-0,009020253	9,985587869	-1,019550274	0,051108535
1,688878236	-0,001567121	-0,105512438	0,011132874	-0,134670422	-0,009125097	9,894487562	2,740592271	0,022891749
-0,672443997	0,12396251	0,152443162	0,023238918	0,126909818	-0,009051311	10,15244316	-0,352700425	0,016176933
-1,802660233	0,102637418	0,106659669	0,011376285	0,06856525	-0,008775921	10,10665967	0,964245401	0,030555206
1,037787899	0,143825222	0,18438662	0,033998426	0,134224357	-0,008465019	10,18438662	0,103528813	0,048443832
1,49939305	0,143837831	0,177058104	0,031349572	0,113703354	-0,008087269	10,1770581	3,200698367	0,071773881
2,204924638	0,290867864	0,45110457	0,203495333	0,354611229	-0,007434364	10,45110457	-1,795992564	0,120029827
0,042730685	0,199196621	0,24743979	0,06122645	0,126858362	-0,006728509	10,24743979	-3,852760256	0,168083109
0,704878085	0,008694754	-0,124180256	0,015420736	-0,21211328	-0,00660442	9,875819744	2,199756053	0,154607179
-0,119647989	0,106625915	0,086448813	0,007473397	0,028884092	-0,006621839	10,08644881	2,912337288	0,128052774
0,188669796	0,239165231	0,342572122	0,117355659	0,266520458	-0,006171407	10,34257212	4,067277153	0,148016746
1,115558362	0,426231971	0,680159323	0,462616704	0,542112523	-0,005126021	10,68015932	-0,594697952	0,222934141
-0,404082257	0,389736999	0,564613126	0,318787982	0,37043337	-0,003876134	10,56461313	0,845143044	0,309127124
1,193661982	0,419726638	0,590038847	0,348145841	0,364501027	-0,002714037	10,59003885	-0,829334825	0,377056571
1,715279035	0,368398356	0,461394463	0,212884851	0,224610188	-0,001662556	10,46139446	-0,084054871	0,424791363
0,567067909	0,351294922	0,411957874	0,16970929	0,181661225	-0,000788416	10,41195787	1,81915885	0,447547842
1,540692994	0,424024204	0,53949899	0,29105916	0,305659231	0,000167952	10,53949899	-1,347663504	0,472612034
-1,314655157	0,345219456	0,368456747	0,135760374	0,138281335	0,001068916	10,36845675	2,018867218	0,486258242
-0,388377159	0,425959437	0,518041062	0,268366542	0,289455301	0,00195742	10,51804106	2,912517009	0,494687602
0,185056071	0,548654418	0,735063463	0,540318295	0,476773425	0,003212656	10,73506346	0,399072355	0,53485521
-0,626797449	0,550406694	0,704611039	0,496476717	0,413066525	0,004643449	10,70461104	2,376774948	0,585364572
1,095360258	0,644644895	0,856166969	0,733021878	0,530854052	0,006198484	10,85616697	-3,485477283	0,640619931
0,522103969	0,458192843	0,462663721	0,214057718	0,139136107	0,007490386	10,46266372	-1,239418039	0,661718591
0,640220622	0,377631056	0,308396198	0,095108215	0,029246122	0,008240524	10,3083962	0,061715944	0,625797866
-0,865769282	0,359305124	0,286038429	0,081817983	0,050108809	0,008817149	10,28603843	-1,539633327	0,573819595
-0,216250637	0,265465057	0,120569375	0,014536974	-0,069731812	0,009200172	10,12056938	2,07015114	0,506243556
0,573614865	0,344440027	0,297268965	0,088368837	0,133815635	0,00960515	10,29726896	0,746938974	0,447111265
-0,186413827	0,361346986	0,338024632	0,114260652	0,175762725	0,010221987	10,33802463	0,942416612	0,414529231
-0,356485618	0,387885321	0,392803465	0,154294563	0,223351021	0,010933503	10,39280347	-2,124342029	0,395794267
-1,294376887	0,268584313	0,164662957	0,027113889	0,007004228	0,011460899	10,16466296	-0,597164232	0,362728833
0,374251501	0,222446167	0,095615044	0,009142237	-0,030951509	0,011695697	10,09561504	1,051614685	0,306840646
1,055327217	0,255864287	0,182261702	0,033219328	0,073806784	0,01195284	10,1822617	-0,555089355	0,260785779
-0,264936172	0,21377596	0,115432174	0,013324587	0,018745958	0,012224109	10,11543217	-0,828403409	0,223025445
0,440167908	0,159508396	0,029888001	0,000893293	-0,046197005	0,012341984	10,029888	-2,618641775	0,177154894
0,108944383	0,021152919	-0,210160471	0,044167424	-0,244330965	0,012129164	9,789839529	0,958663474	0,106863744
-0,127578535	0,054754692	-0,104224565	0,01086276	-0,102088959	0,01179442	9,895775435	2,214878999	0,035379471
0,868938934	0,149971756	0,10596649	0,011228897	0,105526927	0,01177966	10,10596649	-0,635838833	0,005529884
0,718379788	0,110488047	0,038733251	0,001500265	0,027065087	0,011898419	10,03873325	0,841602564	-0,004551663
0,1285973	0,141861233	0,111501001	0,012432473	0,090699258	0,012027176	10,111501	0,106387765	-0,008394196
-0,710791279	0,138728781	0,111037565	0,012329341	0,078755973	0,012225447	10,11103756	-0,366194635	-0,001728291
-0,563747465	0,113386289	0,067783809	0,004594645	0,031761871	0,012378209	10,06778381	1,670094059	0,002853911
-0,178595327	0,18528663	0,213008579	0,045372655	0,16452591	0,01263887	10,21300858	1,223750997	0,019915661
0,525911606	0,236017151	0,304616827	0,092791411	0,228702442	0,013133805	10,30461683	-0,047422228	0,059593156
2,235594797	0,2257948	0,272709904	0,074370691	0,174502045	0,013683241	10,2727099	-1,694292461	0,101755635
0,053346029	0,136666851	0,094431405	0,00891729	-0,000193832	0,014016684	10,0944314	-1,221926336	0,119280025
-1,396545607	0,070013617	-0,02487617	0,000618824	-0,093057641	0,014054154	9,97512383	-0,332314484	0,106337201
-0,199493463	0,046355348	-0,052740723	0,002781584	-0,091818057	0,013947598	9,947259277	1,104563934	0,080263762
-1,512112317	0,091991159	0,052151137	0,002719741	0,025143259	0,013922668	10,05215114	4,419038457	0,064376993
-1,113359884	0,295982015	0,447942281	0,200652287	0,385367844	0,014407747	10,44794228	-0,341250222	0,099530278
1,426220106	0,272892149	0,376414124	0,141687592	0,267113868	0,015200089	10,37641412	-3,169505339	0,160662718
-1,290938169	0,114024142	0,055031084	0,00302842	-0,051153368	0,015589931	10,05503108	-0,454018011	0,176749783
-0,262155981	0,084188997	0,008893616	7,91E-05	-0,067173556	0,015621092	10,00889362	-3,033118251	0,155984617
2,326618606	-0,067719157	-0,266817953	0,07119182	-0,294283343	0,015322947	9,733182047	-1,959901815	0,104043726
-0,358042282	-0,167225028	-0,420269954	0,176626834	-0,380789862	0,014600773	9,579730046	3,272710167	0,015846825
-0,119117836	-0,015588675	-0,085558129	0,007320193	-0,020154572	0,014077528	9,914441871	-2,496318209	-0,043862114
0,036059191	-0,136954226	-0,304056437	0,092450317	-0,226307326	0,013652832	9,695943563	-0,220255526	-0,087316521
2,021282637	-0,148868748	-0,296461173	0,087889227	-0,194912261	0,013025891	9,703538827	4,949698386	-0,143289921
0,931434244	0,086705019	0,17902247	0,032049045	0,252864196	0,012898526	10,17902247	-0,895107034	-0,14261803
0,562888749	0,044381718	0,081669157	0,006669851	0,110480883	0,013129914	10,08166916	-0,319904829	-0,10510357
0,672749789	0,028822678	0,045272654	0,002049613	0,054422415	0,013229272	10,04527265	0,026845728	-0,081198151
-0,280398699	0,029511324	0,043602537	0,001901181	0,042424485	0,01329157	10,04360254	3,998962737	-0,061625556
-0,682539746	0,219053424	0,402095079	0,161680453	0,361624765	0,013722315	10,40209508	1,460773409	-0,007310357
-0,02096023	0,286845422	0,49804798	0,248051791	0,395941778	0,014597367	10,49804798	0,627729518	0,084446155
-0,240433902	0,313114418	0,509801617	0,259897688	0,358194445	0,015575439	10,50980162	0,835697962	0,176539192
-0,09630412	0,347338248	0,539339106	0,290886671	0,351001008	0,016593404	10,53933911	-1,100136503	0,261574963
0,385394109	0,28760118	0,390745868	0,152682333	0,189062808	0,017484411	10,39074587	-1,755825359	0,322796213
-1,898018686	0,195280065	0,196192215	0,038491385	0,014223522	0,01802929	10,19619221	-0,238112674	0,340774002
0,297408752	0,17470208	0,156829159	0,024595385	0,006079264	0,018344613	10,15682916	-0,637696964	0,330817611
0,7691192	0,135196668	0,084817591	0,007194024	-0,035557884	0,018546945	10,08481759	-0,277425832	0,307066851
-0,708173739	0,113166455	0,051985799	0,002702523	-0,039709913	0,018645451	10,0519858	0,718802419	0,27270147
0,65954782	0,139072342	0,112422465	0,012638811	0,036909669	0,018774473	10,11242247	-3,908459837	0,242663232
1,615855456	-0,0547825	-0,252008648	0,063508358	-0,288126639	0,018585266	9,747991352	0,846826151	0,183371755
-2,172559879	-0,021267071	-0,152416181	0,023230692	-0,144112842	0,018147459	9,847583819	1,690654582	0,106137008
-0,112467797	0,053948127	0,014629825	0,000214032	0,030179099	0,017979166	10,01462983	-1,430977303	0,062999044
1,505566403	-0,018577357	-0,116392218	0,013547148	-0,096505131	0,017837179	9,883607782	1,435487857	0,02806647
-0,299743218	0,045954785	0,024261833	0,000588637	0,044029906	0,01771423	10,02426183	3,207449079	0,000953353
-1,44066496	0,195350586	0,312768778	0,097824308	0,295870599	0,018025228	10,31276878	-4,657888535	0,020764667
0,407663458	-0,029985887	-0,137744826	0,018973637	-0,159794726	0,01814892	9,862255174	-0,087190769	0,022263116
0,426846127	-0,037835078	-0,133162878	0,017732352	-0,125652947	0,017842176	9,866837122	3,144295684	-0,015434622
0,700289949	0,109038991	0,163888311	0,026859379	0,163948571	0,017847206	10,16388831	-0,763374747	-0,017856032
0,677952891	0,070138221	0,079846183	0,006375413	0,060488802	0,018052213	10,07984618	-2,961176102	0,000434541
0,051049656	-0,07363371	-0,195775696	0,038328123	-0,196931192	0,017891067	9,804224304	1,011102612	-0,016941315
-0,412098787	-0,027832229	-0,086390747	0,007463361	-0,064808271	0,017577113	9,913609253	0,940083001	-0,04594478
-0,727049421	0,015436137	0,006643304	4,41E-05	0,02691862	0,017465453	10,0066433	1,393936594	-0,051743164
-0,709216353	0,080608594	0,132380095	0,017524489	0,133479402	0,017573668	10,13238009	1,223525688	-0,034507996
-1,026968282	0,137453419	0,231275654	0,053488428	0,20122736	0,017905172	10,23127565	-0,129176341	0,003662021
0,904024836	0,129231014	0,198606226	0,039444433	0,143302012	0,018297752	10,19860623	-1,0228038	0,044548787
0,749390634	0,077716673	0,087904201	0,007727149	0,028128362	0,018543696	10,0879042	-1,542003044	0,067248305
-0,562845002	0,001133054	-0,059821812	0,003578649	-0,100991238	0,018529735	9,940178188	-1,358610895	0,062005075
-0,162682002	-0,06646563	-0,177537058	0,031519407	-0,184603292	0,018251634	9,822462942	-1,876399507	0,030929796
-1,980053782	-0,157869542	-0,331512799	0,109900736	-0,293028239	0,017701451	9,668487201	2,139562472	-0,024075046
-0,91451806	-0,056816931	-0,107547848	0,01156654	-0,047404348	0,017234989	9,892452152	1,606329116	-0,06538047
-1,267473583	0,019903862	0,047788728	0,002283763	0,091752839	0,017146075	10,04778873	-1,173478731	-0,065704161
-2,52241031	-0,035552024	-0,062900376	0,003956457	-0,031275049	0,017093	9,937099624	-0,262463628	-0,061485521
-1,383655066	-0,047650041	-0,080987714	0,00655901	-0,047780718	0,016914496	9,919012286	-3,87911985	-0,068448525
-0,006678438	-0,23154257	-0,425229951	0,180820512	-0,358419029	0,016363419	9,574770049	-1,403806168	-0,110059132
0,777675781	-0,296536281	-0,513922828	0,264116674	-0,391004453	0,015389529	9,486077172	-2,021024338	-0,187141358
-1,801956658	-0,388933181	-0,650518391	0,423174177	-0,471028088	0,014190912	9,349481609	-4,394302229	-0,277114096
-0,884114438	-0,591960373	-0,989834792	0,979772915	-0,731532483	0,01251244	9,010165208	-1,77747534	-0,402387414
-0,264746592	-0,667300084	-1,061222288	1,126192745	-0,718442615	0,010436033	8,938777712	1,047865413	-0,550062149
0,487536973	-0,604433622	-0,87006594	0,75701474	-0,482688395	0,008492249	9,12993406	2,425417503	-0,665600696
0,457552258	-0,472908523	-0,571381072	0,32647633	-0,195364911	0,007045314	9,428618928	-3,032532244	-0,715737587
-0,238473215	-0,599384175	-0,794446557	0,631145332	-0,427990489	0,005659277	9,205553443	-0,973782319	-0,748643716
-1,249067119	-0,626479842	-0,810700585	0,657235438	-0,432627987	0,00404388	9,189299415	0,2812074	-0,793437171
1,407023947	-0,592056372	-0,711735927	0,506568029	-0,333640469	0,002518212	9,288264073	1,686809873	-0,819173505
0,302722138	-0,489319482	-0,494344656	0,244376638	-0,143281147	0,001315612	9,505655344	1,409449172	-0,805656461
1,288666046	-0,399212723	-0,321795038	0,103552047	-0,02062186	0,000503459	9,678204962	-0,155151391	-0,75101915
-0,250084586	-0,383916336	-0,306691356	0,094059588	-0,053133022	-0,000124897	9,693308644	-2,191442882	-0,680366483
-0,77159102	-0,466246318	-0,477515081	0,228020653	-0,241511498	-0,000913812	9,522484919	3,291562976	-0,629992962
-0,214822585	-0,287981084	-0,135906149	0,018470481	0,070042429	-0,001513312	9,864093851	0,741350425	-0,565114076
0,566753674	-0,23176824	-0,056396339	0,003180547	0,096851437	-0,001699727	9,943603661	2,633728431	-0,46759977
0,063594237	-0,087079788	0,18742208	0,035127036	0,277344348	-0,001557241	10,18742208	-0,687591251	-0,349172778
-1,246766155	-0,102591745	0,108115585	0,01168898	0,144686121	-0,001261553	10,10811558	-1,651297624	-0,230717781
0,285898838	-0,166255444	-0,051348151	0,002636633	-0,030202271	-0,001207681	9,948651849	-0,378297018	-0,151354888
-0,870586426	-0,170877218	-0,080981035	0,006557928	-0,055656426	-0,001338461	9,919018965	1,214488384	-0,102808865
-0,343587404	-0,100682358	0,036433335	0,001327388	0,056115554	-0,001376344	10,03643333	0,090755138	-0,055790883
